loan_id,customer_id,loan_type,principal,interest_rate,term_months,start_date,status
LOAN300287,CUST103013,Personal,33148.29,24.02,60,2025-08-15 06:46:35.454851151,Closed
LOAN300288,CUST103644,Business,8206.98,19.72,240,2022-02-16 03:07:23.646228552,Active
LOAN300289,CUST104459,Student,20858.46,12.41,240,2016-05-01 11:28:43.849637747,Defaulted
LOAN300290,CUST102051,Vehicle,68592.32,10.04,84,2019-04-20 04:33:57.507225990,Closed
LOAN300291,CUST100948,Student,296361.96,18.7,240,2017-08-13 07:38:39.080874443,Active
LOAN300292,CUST100654,Business,100098.81,7.89,84,2019-06-18 08:24:49.789313316,Closed
LOAN300293,CUST101728,Home,18340.75,14.77,84,2023-04-09 13:57:57.089393854,Active
LOAN300294,CUST103693,Home,32385.79,7.66,60,2020-08-18 00:35:46.307631731,Closed
LOAN300295,CUST100116,Home,194273.87,10.1,36,2023-05-04 22:00:49.430557251,Active
LOAN300296,CUST100521,Home,7300.54,8.36,36,2023-06-25 02:04:04.801454782,Active
LOAN300297,CUST102290,Home,53973.16,11.24,240,2017-06-22 22:37:32.033459663,Closed
LOAN300298,CUST101949,Vehicle,49789.93,9.38,84,2021-03-05 14:13:17.464516401,Defaulted
LOAN300299,CUST103608,Home,46979.29,21.96,120,2025-02-26 12:19:25.591446638,Closed
LOAN300300,CUST102242,Personal,9004.8,20.21,36,2025-05-02 09:20:08.857624292,Closed
LOAN300301,CUST103206,Personal,98542.69,24.05,60,2024-01-14 12:37:33.664229631,Active
LOAN300302,CUST101262,Home,18910.9,23.01,36,2018-06-22 13:42:25.329250574,Active
LOAN300303,CUST100205,Personal,47036.9,14.65,12,2021-08-12 06:01:25.549214840,Active
LOAN300304,CUST100987,Personal,7540.27,14.17,48,2018-05-16 22:19:48.176329374,Closed
LOAN300305,CUST102470,Home,44899.23,10.5,24,2021-12-24 01:46:10.449364662,Closed
LOAN300306,CUST102153,Vehicle,13027.54,8.89,240,2021-11-13 09:30:56.087058306,Active
LOAN300307,CUST104908,Business,114856.55,15.49,12,2019-10-20 04:38:41.607408524,Active
LOAN300308,CUST102873,Student,10549.29,16.35,120,2016-07-23 20:03:30.050290346,Active
LOAN300309,CUST104058,Personal,43706.9,16.19,12,2024-06-29 21:00:54.746587753,Active
LOAN300310,CUST104242,Business,53510.49,16.26,12,2022-11-06 13:18:04.049052715,Defaulted
LOAN300311,CUST104446,Business,41227.39,13.12,36,2017-10-05 00:15:26.334718466,Active
LOAN300312,CUST100852,Student,238611.56,14.7,240,2019-12-22 07:56:05.124135971,Closed
LOAN300313,CUST102886,Personal,15306.15,24.52,24,2016-11-08 08:51:10.351956606,Closed
LOAN300314,CUST100939,Business,49972.95,21.56,12,2026-02-06 05:39:54.598342419,Closed
LOAN300315,CUST100008,Student,54133.69,8.49,240,2023-03-21 15:32:34.655280352,Defaulted
LOAN300316,CUST101293,Vehicle,47945.64,9.13,84,2024-05-26 11:31:41.862528086,Closed
LOAN300317,CUST104179,Business,104403.96,23.98,36,2017-03-03 10:16:26.754442215,Active
LOAN300318,CUST102816,Vehicle,36908.44,18.98,60,2023-07-21 22:54:38.529530764,Active
LOAN300319,CUST104615,Vehicle,16271.93,19.02,120,2018-01-08 22:17:40.181202650,Active
LOAN300320,CUST103362,Home,73028.03,16.61,24,2017-11-16 05:14:38.036163092,Active
LOAN300321,CUST102647,Vehicle,19156.01,12.56,60,2024-03-06 17:42:36.939101219,Closed
LOAN300322,CUST101652,Business,152281.99,24.68,36,2019-03-06 00:17:16.284057140,Active
LOAN300323,CUST100991,Business,26767.02,17.1,48,2020-06-11 13:03:32.378498793,Active
LOAN300324,CUST101008,Student,26610.44,16.1,12,2026-05-21 22:19:13.025084257,Active
LOAN300325,CUST100940,Personal,14495.18,23.97,240,2017-04-03 08:16:51.293285370,Defaulted
LOAN300326,CUST103217,Vehicle,17654.13,14.82,36,2022-04-15 15:07:51.931000471,Closed
LOAN300327,CUST104733,Business,14937.33,14.94,48,2018-03-26 16:13:01.277751446,Active
LOAN300328,CUST102769,Personal,25242.85,24.19,12,2017-02-11 04:56:47.379308701,Closed
LOAN300329,CUST100471,Business,26801.88,9.09,60,2021-11-02 13:13:24.861435413,Active
LOAN300330,CUST102306,Personal,19533.48,10.59,12,2025-02-11 15:11:48.365317822,Active
LOAN300331,CUST104320,Home,118110.86,23.28,240,2025-06-29 14:12:16.821289062,Active
LOAN300332,CUST103609,Vehicle,16638.0,17.04,12,2024-04-24 15:48:43.790898323,Active
LOAN300333,CUST101779,Personal,66051.83,8.36,84,2024-10-16 08:18:33.479275227,Closed
LOAN300334,CUST102613,Student,59690.62,9.6,84,2017-08-22 13:34:51.142778635,Closed
LOAN300335,CUST103634,Business,62560.88,11.68,120,2026-01-02 09:23:38.482264042,Closed
LOAN300336,CUST100307,Student,6023.12,20.26,240,2017-09-06 05:42:14.774381161,Active
LOAN300337,CUST103715,Personal,6767.37,13.68,60,2021-11-06 13:57:14.230598688,Active
LOAN300338,CUST100196,Home,29164.61,15.48,60,2023-06-24 04:32:13.141490459,Closed
LOAN300339,CUST103646,Business,16758.75,17.9,12,2024-09-14 17:11:18.421628237,Closed
LOAN300340,CUST100654,Vehicle,161756.96,20.8,48,2024-09-24 03:42:35.569397926,Active
LOAN300341,CUST101269,Home,84034.97,14.11,240,2025-02-20 10:31:31.802591324,Active
LOAN300342,CUST100390,Vehicle,103608.24,18.84,12,2020-12-05 20:08:33.837934732,Defaulted
LOAN300343,CUST103916,Business,20748.9,16.65,84,2021-05-07 12:00:58.580780745,Active
LOAN300344,CUST102387,Personal,42508.81,13.31,12,2022-06-12 05:13:17.474148273,Active
LOAN300345,CUST100693,Student,34374.19,23.47,60,2023-03-26 22:15:52.558691025,Active
LOAN300346,CUST100263,Home,52538.63,9.21,24,2017-03-17 08:13:29.599647999,Closed
LOAN300347,CUST100993,Student,114207.88,11.15,240,2022-06-06 19:45:20.140119791,Closed
LOAN300348,CUST103699,Student,39660.52,19.36,240,2024-06-20 21:06:44.772140026,Closed
LOAN300349,CUST104025,Vehicle,22753.56,14.57,120,2024-02-08 12:13:39.919710636,Closed
LOAN300350,CUST104691,Home,80199.57,7.51,36,2025-04-06 21:21:15.813840151,Closed
LOAN300351,CUST104658,Personal,62137.53,7.88,12,2024-09-23 05:56:27.118814468,Restructured
LOAN300352,CUST102566,Personal,48163.22,10.59,48,2018-06-10 11:04:02.186494589,Active
LOAN300353,CUST101256,Student,24719.16,16.89,36,2017-08-27 01:41:10.432596207,Active
LOAN300354,CUST102811,Home,14665.74,7.64,24,2016-02-09 05:00:44.456860542,Closed
LOAN300355,CUST103778,Personal,4400.99,23.21,36,2021-11-12 11:42:06.568052292,Active
LOAN300356,CUST100015,Student,48402.19,15.65,36,2023-04-15 15:04:33.137208700,Active
LOAN300357,CUST104873,Business,22577.18,,240,2026-04-01 04:33:57.120222092,Closed
LOAN300358,CUST100180,Vehicle,48520.19,20.29,120,2016-03-24 13:06:19.129168987,Closed
LOAN300359,CUST104284,Vehicle,17503.2,14.2,120,2020-09-03 16:35:08.351852894,Active
LOAN300360,CUST100055,Personal,39581.06,22.8,24,2018-04-12 03:21:53.851056814,Closed
LOAN300361,CUST102877,Personal,65100.54,17.54,36,2019-07-11 00:06:24.858990908,Closed
LOAN300362,CUST101913,Home,10418.8,21.7,60,2024-01-19 13:22:49.460138798,Active
LOAN300363,CUST101581,Home,10921.82,14.88,12,2019-04-03 11:33:41.640310764,Active
LOAN300364,CUST103889,Vehicle,65677.69,8.84,36,2022-05-10 03:07:46.419683218,Defaulted
LOAN300365,CUST104535,Business,140333.52,15.53,24,2025-12-26 16:39:11.390508890,Closed
LOAN300366,CUST101498,Personal,12795.0,9.37,24,2018-03-21 08:10:20.348693371,Active
LOAN300367,CUST103906,Home,21203.49,12.65,24,2019-10-12 16:12:15.064925671,Defaulted
LOAN300368,CUST103504,Business,34389.43,,48,2017-07-23 15:29:35.150952816,Active
LOAN300369,CUST104313,Business,34895.29,21.85,84,2023-06-21 11:06:57.282049417,Active
LOAN300370,CUST101756,Vehicle,95584.94,24.87,60,2024-11-03 21:35:30.331397295,Active
LOAN300371,CUST103179,Business,28905.19,15.15,84,2021-12-10 08:31:49.806783199,Active
LOAN300372,CUST102762,Personal,40314.3,21.06,48,2026-02-20 20:55:34.826423168,Defaulted
LOAN300373,CUST103760,Home,59710.9,10.18,60,2024-12-03 06:42:37.892628193,Active
LOAN300374,CUST103880,Student,4140.44,19.45,84,2024-04-24 02:28:53.407956362,Closed
LOAN300375,CUST100642,Home,45357.3,20.48,84,2024-08-08 14:05:45.893517971,Active
LOAN300376,CUST102929,Vehicle,33718.62,22.58,60,2024-01-02 08:48:05.449190617,Closed
LOAN300377,CUST102364,Student,67011.03,22.57,84,2023-10-13 11:48:14.076470137,Closed
LOAN300378,CUST101261,Business,205256.99,16.0,12,2020-03-07 07:28:50.099729300,Defaulted
LOAN300379,CUST101425,Vehicle,15319.38,13.24,12,2020-10-14 05:07:04.866719961,Closed
LOAN300380,CUST100397,Student,9647.48,11.22,120,2021-06-18 14:36:09.498728991,Restructured
LOAN300381,CUST101402,Home,5840.71,22.38,60,2018-09-06 02:23:26.392441988,Active
LOAN300382,CUST103034,Home,15211.92,16.96,120,2022-03-17 01:05:17.549890757,Closed
LOAN300383,CUST100048,Student,104113.86,24.57,36,2026-05-04 00:30:51.184672117,Active
LOAN300384,CUST100512,Vehicle,32417.12,11.67,84,2017-08-03 20:53:56.355948925,Closed
LOAN300385,CUST104825,Personal,18668.66,23.16,120,2023-01-05 12:50:09.557057858,Active
LOAN300386,CUST101215,Business,18555.32,11.7,84,2024-02-12 13:48:52.177452326,Active
LOAN300387,CUST104632,Personal,26811.18,12.91,84,2022-11-04 00:01:19.707237959,Active
LOAN300388,CUST101703,Personal,7184.24,22.02,84,2016-09-07 12:26:30.544982910,Active
LOAN300389,CUST100328,Business,24634.57,22.26,84,2022-02-10 16:55:21.713883400,Closed
LOAN300390,CUST102962,Business,78816.32,24.8,12,2022-01-08 20:14:27.136699915,Defaulted
LOAN300391,CUST103589,Student,38649.58,13.47,60,2017-04-26 16:27:16.395036697,Active
LOAN300392,CUST104399,Home,66795.13,10.93,84,2024-10-30 14:02:16.435129166,Active
LOAN300393,CUST102804,Business,49657.17,10.0,12,2018-11-10 15:44:20.035759687,Active
LOAN300394,CUST103259,Personal,67211.55,15.7,24,2023-02-21 04:43:48.514822960,Active
LOAN300395,CUST104529,Business,9679.8,7.67,120,2022-10-06 19:43:57.256639242,Active
LOAN300396,CUST102136,Business,54620.32,24.35,12,2026-01-27 15:08:12.661637783,Closed
LOAN300397,CUST102355,Home,55530.66,19.06,36,2016-09-12 18:43:40.167465687,Active
LOAN300398,CUST104693,Business,56827.53,12.83,60,2018-05-25 02:31:31.937886477,Active
LOAN300399,CUST100063,Business,35853.84,14.5,84,2025-04-03 00:04:20.014125824,Active
LOAN300400,CUST100468,Personal,107149.93,14.82,48,2023-09-23 06:44:47.471467733,Active
LOAN300401,CUST100309,Student,47217.54,13.62,12,2026-05-26 12:10:06.867369413,Active
LOAN300402,CUST102792,Home,29816.8,12.74,48,2019-01-08 12:01:28.753268242,Active
LOAN300403,CUST100439,Business,11129.04,9.88,36,2020-02-24 22:27:09.086171627,Active
LOAN300404,CUST104893,Vehicle,16976.71,13.16,84,2019-05-06 09:24:43.430505991,Closed
LOAN300405,CUST102986,Vehicle,53702.33,20.83,48,2020-10-27 14:30:28.210459709,Active
LOAN300406,CUST104423,Vehicle,51121.1,13.76,240,2021-04-06 08:56:58.654918194,Active
LOAN300407,CUST102793,Business,15713.08,13.35,12,2021-10-16 14:02:18.912560940,Closed
LOAN300408,CUST103309,Personal,27917.01,13.66,48,2024-11-12 18:03:11.313795328,Active
LOAN300409,CUST100784,Business,39708.73,20.35,84,2022-07-25 20:07:55.685930967,Active
LOAN300410,CUST100577,Business,53881.93,20.43,120,2022-02-27 20:58:30.042593002,Closed
LOAN300411,CUST101584,Student,24214.68,15.56,24,2016-04-14 21:57:48.414726734,Restructured
LOAN300412,CUST100537,Business,63664.91,11.03,12,2018-10-21 20:42:43.809006214,Active
LOAN300413,CUST104874,Student,80378.47,23.65,36,2024-05-10 00:49:38.282543898,Closed
LOAN300414,CUST101869,Vehicle,53560.99,19.7,120,2023-04-06 02:28:51.798591614,Active
LOAN300415,CUST103692,Student,77864.35,21.83,36,2021-02-06 19:11:32.687931061,Active
LOAN300416,CUST103946,Business,61218.19,16.03,48,2025-11-26 10:25:34.436026812,Active
LOAN300417,CUST101188,Home,51901.69,19.06,12,2020-10-22 00:22:31.471273899,Closed
LOAN300418,CUST102375,Student,10790.34,22.12,12,2024-05-14 00:06:08.487508059,Active
LOAN300419,CUST100099,Student,79127.19,10.17,24,2020-05-13 09:47:47.548651934,Defaulted
LOAN300420,CUST102454,Personal,52180.15,15.12,12,2020-08-21 00:40:56.000379801,Active
LOAN300421,CUST104496,Personal,144512.38,12.7,12,2019-03-26 21:51:10.112222672,Closed
LOAN300422,CUST101070,Business,35837.24,12.05,12,2019-11-05 19:19:02.301188469,Active
LOAN300423,CUST102338,Student,35872.98,21.15,240,2024-10-29 06:11:34.049071789,Active
LOAN300424,CUST102594,Personal,22659.48,15.82,48,2023-05-17 01:38:21.172055960,Active
LOAN300425,CUST101527,Vehicle,183077.56,11.01,48,2020-03-29 05:14:41.634059906,Active
LOAN300426,CUST102381,Personal,32388.0,15.73,24,2017-04-21 09:25:18.141766787,Closed
LOAN300427,CUST104230,Vehicle,3343.15,16.78,240,2017-07-13 09:12:41.754156113,Active
LOAN300428,CUST101234,Home,29343.68,15.25,48,2025-05-16 11:53:43.394832850,Active
LOAN300429,CUST100989,Student,13588.3,21.62,84,2020-06-10 06:53:21.821767092,Closed
LOAN300430,CUST101384,Business,28931.66,18.97,48,2016-12-03 03:59:20.701313496,Active
LOAN300431,CUST102553,Student,18268.52,17.85,240,2018-02-03 00:13:58.202265739,Defaulted
LOAN300432,CUST102866,Home,44735.12,9.05,84,2025-01-15 05:00:09.483920336,Defaulted
LOAN300433,CUST100005,Home,95348.37,19.11,48,2016-04-07 05:55:48.187218189,Active
LOAN300434,CUST102889,Student,38549.64,21.58,48,2020-08-11 11:53:23.629847527,Active
LOAN300435,CUST101406,Business,50304.57,11.76,120,2016-05-11 03:53:56.128536939,Active
LOAN300436,CUST100075,Business,17256.57,15.36,84,2020-08-20 10:43:37.582734346,Active
LOAN300437,CUST103116,Vehicle,87230.9,8.72,12,2020-04-05 23:44:09.210854292,Active
LOAN300438,CUST101467,Business,14223.51,11.58,36,2025-02-10 19:57:33.027960777,Defaulted
LOAN300439,CUST103308,Home,47341.97,8.92,84,2016-07-30 15:36:35.659222603,Active
LOAN300440,CUST100365,Student,57424.31,20.0,60,2026-04-10 09:51:05.265995026,Active
LOAN300441,CUST100972,Home,94019.24,13.38,36,2026-01-15 20:52:53.542271137,Closed
LOAN300442,CUST100099,Vehicle,30496.74,21.19,12,2020-12-20 02:03:04.696678162,Active
LOAN300443,CUST103186,Vehicle,71896.54,12.58,24,2018-09-04 07:08:59.358353615,Active
LOAN300444,CUST104871,Home,56868.45,12.41,60,2022-01-06 07:39:37.335715532,Active
LOAN300445,CUST104030,Home,79341.36,14.69,240,2020-05-01 05:00:48.094234943,Active
LOAN300446,CUST101254,Vehicle,75169.76,,12,2023-08-26 06:08:30.637903929,Closed
LOAN300447,CUST103263,Student,23382.32,17.12,60,2020-12-05 00:29:27.548752785,Closed
LOAN300448,CUST101446,Vehicle,34738.76,10.27,48,2025-07-15 13:03:14.187084436,Defaulted
LOAN300449,CUST100716,Vehicle,218012.19,7.58,36,2020-08-02 13:34:43.084030151,Active
LOAN300450,CUST100600,Student,18144.46,17.34,48,2021-08-07 16:07:08.888607979,Closed
LOAN300451,CUST104568,Personal,26438.87,15.61,240,2018-10-06 11:58:17.238958597,Active
LOAN300452,CUST101521,Personal,169563.83,13.83,24,2020-06-15 05:27:53.183720112,Closed
LOAN300453,CUST100633,Business,26400.67,16.87,48,2022-03-28 07:29:36.824668407,Closed
LOAN300454,CUST103446,Home,56466.4,8.58,60,2022-06-14 02:54:52.866131306,Closed
LOAN300455,CUST102324,Vehicle,25047.43,11.52,60,2025-06-07 16:55:09.829276323,Active
LOAN300456,CUST102992,Personal,22719.0,16.81,12,2016-09-30 19:07:01.715045452,Active
LOAN300457,CUST104194,Student,10587.96,16.78,12,2021-04-13 03:52:24.017222404,Closed
LOAN300458,CUST102242,Student,29733.32,11.87,60,2025-09-19 03:26:26.245742798,Active
LOAN300459,CUST103479,Business,63820.0,8.37,24,2022-10-30 20:34:03.331019402,Active
LOAN300460,CUST101511,Personal,30797.05,14.53,48,2020-04-22 10:28:16.549465656,Closed
LOAN300461,CUST103137,Personal,21265.78,22.16,36,2024-10-02 23:56:14.255389929,Closed
LOAN300462,CUST100504,Business,106327.45,14.09,240,2019-11-16 16:48:32.724471569,Active
LOAN300463,CUST103202,Home,8779.17,15.84,36,2021-04-15 22:55:34.869932175,Closed
LOAN300464,CUST102667,Student,8247.43,19.79,240,2021-07-07 01:39:32.606075048,Closed
LOAN300465,CUST104327,Business,170492.6,15.77,60,2025-11-27 12:04:52.280864239,Active
LOAN300466,CUST103118,Vehicle,108798.82,15.46,60,2023-10-26 15:59:34.670617819,Active
LOAN300467,CUST100661,Vehicle,144638.78,24.13,24,2025-07-20 12:33:46.623645306,Active
LOAN300468,CUST103562,Student,4944.05,23.17,240,2019-04-03 00:53:45.196324587,Closed
LOAN300469,CUST102409,Student,15222.65,18.6,36,2025-05-19 11:01:28.222481251,Active
LOAN300470,CUST104147,Personal,9796.47,24.03,60,2021-02-19 18:04:42.594493866,Active
LOAN300471,CUST100219,Student,28067.85,8.7,48,2022-10-26 22:27:58.730037212,Active
LOAN300472,CUST101408,Home,38798.12,17.43,60,2017-04-14 21:02:43.704919100,Closed
LOAN300473,CUST101399,Vehicle,35204.75,8.84,60,2021-07-20 12:25:03.623203278,Active
LOAN300474,CUST102685,Personal,63763.09,13.37,120,2020-08-13 16:48:45.023185730,Closed
LOAN300475,CUST101364,Student,26549.86,18.16,48,2018-01-08 13:29:00.129154682,Closed
LOAN300476,CUST101746,Personal,138166.57,15.42,240,2019-07-31 01:52:04.922615290,Closed
LOAN300477,CUST100194,Vehicle,37915.9,12.06,240,2020-11-05 10:26:50.693248034,Defaulted
LOAN300478,CUST103889,Business,42214.07,24.64,240,2016-11-12 17:20:04.516074181,Active
LOAN300479,CUST100729,Vehicle,223651.45,18.62,36,2023-03-01 21:24:49.553924084,Active
LOAN300480,CUST104955,Business,65488.58,13.78,84,2022-02-16 10:46:18.238894224,Defaulted
LOAN300481,CUST101999,Student,48066.41,12.76,12,2025-01-18 03:28:36.236489296,Defaulted
LOAN300482,CUST103339,Business,38912.2,10.7,240,2025-11-13 21:35:39.015866041,Restructured
LOAN300483,CUST101767,Home,27802.93,22.41,48,2025-11-08 05:10:13.407761335,Active
LOAN300484,CUST102356,Home,18260.01,11.63,120,2025-05-04 19:31:09.895449638,Active
LOAN300485,CUST100615,Personal,101339.13,14.2,36,2020-06-21 13:08:04.393323898,Active
LOAN300486,CUST101702,Home,48333.03,8.37,48,2023-04-22 01:34:30.592847586,Closed
LOAN300487,CUST104839,Personal,12288.46,7.99,84,2016-02-18 08:32:38.468375444,Active
LOAN300488,CUST103375,Student,82290.17,22.93,84,2020-01-08 10:44:25.947356462,Active
LOAN300489,CUST102087,Personal,67338.35,15.94,48,2018-05-28 00:21:03.382365227,Active
LOAN300490,CUST100665,Vehicle,29760.73,17.73,240,2020-04-25 09:31:47.860692501,Closed
LOAN300491,CUST104264,Personal,63191.93,7.67,240,2020-11-05 23:01:04.828829527,Closed
LOAN300492,CUST102633,Business,6797.07,24.62,60,2020-03-02 18:56:41.511528491,Active
LOAN300493,CUST102998,Vehicle,15795.27,11.18,48,2018-01-09 12:01:57.269636869,Active
LOAN300494,CUST100822,Personal,26074.29,12.25,48,2022-09-01 10:23:33.823314428,Active
LOAN300495,CUST101657,Vehicle,68798.14,16.53,84,2025-11-09 15:02:27.904499531,Active
LOAN300496,CUST100703,Home,45536.68,19.22,120,2021-06-24 19:49:19.319069624,Active
LOAN300497,CUST102308,Vehicle,23807.94,15.0,60,2022-03-20 08:16:21.539472103,Active
LOAN300498,CUST102080,Business,12578.54,22.74,60,2020-12-23 14:59:27.383141518,Active
LOAN300499,CUST103868,Vehicle,10883.13,7.55,12,2026-05-14 21:17:07.437125206,Active
LOAN300500,CUST100851,Vehicle,25419.76,9.93,60,2017-06-16 01:41:05.426810503,Active
LOAN300501,CUST104412,Home,40820.31,24.45,240,2024-03-16 17:20:02.450105667,Closed
LOAN300502,CUST103440,Vehicle,30704.47,8.77,48,2016-09-11 09:19:17.624798059,Active
LOAN300503,CUST100596,Personal,85016.81,13.68,240,2023-11-05 05:56:08.661149502,Restructured
LOAN300504,CUST104219,Vehicle,49329.79,23.33,24,2021-01-10 12:53:24.069975138,Active
LOAN300505,CUST101324,Business,89575.34,15.31,120,2023-05-31 04:50:15.871241093,Active
LOAN300506,CUST103682,Home,38103.69,12.72,120,2021-12-05 06:29:21.766915083,Active
LOAN300507,CUST102187,Vehicle,18626.86,14.51,60,2018-05-14 01:24:39.366924286,Active
LOAN300508,CUST100259,Business,48868.13,17.78,24,2020-04-08 05:43:13.078546762,Active
LOAN300509,CUST104631,Home,31155.41,8.79,24,2021-11-27 05:41:05.983315945,Active
LOAN300510,CUST102011,Home,29695.47,13.73,60,2022-02-19 07:08:49.074385405,Active
LOAN300511,CUST101096,Vehicle,33933.34,9.01,84,2021-05-05 06:50:09.290416718,Active
LOAN300512,CUST100773,Home,16230.64,22.61,36,2023-03-13 12:53:03.808929682,Active
LOAN300513,CUST101114,Personal,21772.85,8.04,12,2018-06-14 16:39:10.332342625,Active
LOAN300514,CUST104435,Student,7468.52,21.69,60,2017-11-24 00:06:02.216932774,Active
LOAN300515,CUST101752,Personal,23987.59,19.82,120,2022-05-13 20:39:04.465707541,Defaulted
LOAN300516,CUST103986,Business,69253.1,21.55,12,2023-01-25 03:31:01.228817940,Active
LOAN300517,CUST103441,Personal,11052.47,18.95,24,2017-06-21 22:12:25.690331221,Active
LOAN300518,CUST102735,Business,9343.87,24.17,60,2016-10-21 05:42:12.080696344,Active
LOAN300519,CUST100159,Business,44115.2,22.19,36,2018-06-16 10:50:43.020381689,Closed
LOAN300520,CUST104489,Vehicle,50607.22,13.06,120,2017-05-25 05:13:30.153345823,Closed
LOAN300521,CUST104544,Vehicle,40460.48,15.57,84,2020-11-15 13:07:31.503818512,Active
LOAN300522,CUST101300,Business,83126.5,20.37,84,2021-07-04 14:16:22.710801363,Defaulted
LOAN300523,CUST103872,Vehicle,22770.02,22.7,36,2018-08-10 07:34:32.244586468,Active
LOAN300524,CUST101551,Student,123819.08,21.11,48,2024-07-26 05:21:01.456520796,Active
LOAN300525,CUST103303,Personal,146292.81,23.57,12,2023-09-25 08:52:15.182949305,Closed
LOAN300526,CUST104064,Home,31380.32,21.42,84,2016-01-15 09:21:42.953130960,Closed
LOAN300527,CUST104952,Vehicle,19107.07,24.02,240,2019-01-28 22:33:29.040921926,Defaulted
